0.277116 0.697674 0.204977 0.575645 3.30401 3.31798 0.333992 0.226431 0.440561
0.449922 0.66876 0.341015 0.717354 1.46801 2.14245 0.653597 0.265174 0.930966
0.824449 0.479914 0.547049 0.525091 2.39452 1.42731 0.199772 0.57851 0.586249
0.56519 0.926927 -0.152467 0.783829 2.88735 2.01985 0.176542 0.198102 1.27411
0.430149 0.963256 -0.111554 0.39728 1.03589 2.63509 0.280107 0.0284157 4.65908
0.746934 0.764127 0.140387 0.748312 1.67157 1.23785 0.435197 0.231069 0.891969
0.34508 0.471636 0.125817 0.330174 1.87388 1.51756 0.17854 0.683731 0.321581
0.390984 0.614665 0.262381 0.904752 0.827217 2.26122 0.0203371 0.364032 0.280313
0.725652 0.954613 0.956437 0.949556 3.90165 0.812101 0.160181 0.416852 0.365847
0.531807 0.685271 0.40448 0.648349 2.57071 2.4229 0.572125 0.205562 0.803203
0.596706 0.926706 0.711643 0.722388 2.55286 1.52945 0.832201 0.442498 0.569543
0.856323 0.88519 -0.162376 0.779244 2.31872 1.76371 -0.104571 0.53537 0.662298
0.243726 0.22768 -0.0527573 0.167084 3.90779 2.30632 0.841573 0.817629 1.41781
0.617235 0.271518 0.213314 0.565653 3.06385 3.49371 0.932396 0.624037 1.00632
0.528394 0.475618 0.970278 0.0502327 1.41151 1.49234 0.0468742 0.415762 0.464791
0.459263 0.295187 0.373787 0.652443 2.43135 1.44898 -0.172831 0.753156 0.252895
0.480226 0.81829 0.812414 0.313348 2.13694 2.53188 -0.10323 0.521541 0.48566
0.402542 0.375484 0.342513 0.681014 2.6744 3.84125 0.217298 0.108358 0.338231
0.569912 0.870992 -0.0319078 0.251583 1.70988 2.73534 0.962937 0.277946 2.97754
0.617428 0.673579 0.872834 0.497031 1.05425 3.3501 0.737378 0.632548 0.409225
0.483157 0.965541 -0.0780639 0.728903 2.65698 1.34529 0.781671 0.785256 0.950481
0.298308 0.517173 0.0912624 0.246012 2.3823 3.70199 0.907005 0.895046 0.757812
0.248489 0.522957 0.456206 0.0335987 2.00163 1.41178 0.910875 0.30886 1.40392
0.473811 0.933667 0.674718 0.760884 0.88664 2.7142 0.837809 0.0775809 1.52616
0.780734 0.870819 0.360331 0.1215 3.90955 2.08097 0.577814 0.560962 0.708903
