0.728763 0.698212 -0.0106705 0.597954 1.56037 0.939033 -0.140326 0.799619 0.562817
0.734428 0.709651 -0.123521 0.499602 1.91356 3.43977 0.122613 0.341308 0.722788
0.705534 0.56777 0.106344 0.911661 2.57704 2.03575 0.485879 0.582211 0.765755
0.584267 0.207811 0.743082 0.258573 2.27158 1.11377 -0.0806782 0.111169 1.11265
0.620764 0.979216 0.142782 0.08731 2.68216 2.69396 -0.198079 0.560516 0.348601
0.852534 0.724641 0.87477 0.962655 3.17487 3.86993 -0.179266 0.998644 0.539581
0.466249 0.924328 -0.174607 0.812717 1.26767 1.55514 0.2162 0.262473 1.02614
0.487453 0.602913 0.485648 0.319104 1.05082 2.06569 -0.00682886 0.822777 0.237542
0.820916 0.468902 0.311144 0.62613 1.68367 3.68853 0.17953 0.918118 0.603835
0.49743 0.416594 0.107141 0.660085 3.59616 2.54343 0.185891 0.934559 0.537353
0.28663 0.6449 0.185127 0.480687 2.3123 3.38475 0.392037 0.703527 0.226032
0.361338 0.34858 0.563161 0.638016 3.32382 2.58906 0.0983112 0.344491 0.357949
0.654531 0.524925 0.174594 0.0220256 1.63321 2.86077 0.163245 0.437765 0.5121
0.403925 0.27731 0.35465 0.351095 1.04867 3.60455 -0.137465 0.250602 0.613648
0.298032 0.928483 0.142957 0.0293486 3.5939 1.50581 0.492919 0.277646 1.12307
0.610733 0.638595 0.296917 0.127584 1.93153 2.65322 0.759821 0.729197 0.696763
0.331674 0.618625 0.202627 0.105278 3.23566 3.93019 -0.121627 0.764628 0.170659
0.510081 0.660402 -0.00770097 0.0814397 2.05336 2.9458 -0.0792112 0.888532 0.358263
0.757036 0.479669 -0.00178536 0.253107 3.79892 3.26208 0.3254 0.509824 0.764832
0.459331 0.278738 -0.116811 0.319005 3.32136 2.41045 0.0904056 0.0374884 25.3321
0.905695 0.331971 -0.0203636 0.238044 1.57563 2.75167 0.530037 0.972026 0.71269
0.956396 0.932674 0.991385 0.33197 1.58294 3.68724 0.75395 0.864142 0.671927
0.527813 0.878017 0.478047 0.776739 3.61107 2.83715 0.298488 0.862244 0.360095
0.356817 0.466017 0.929657 0.349035 1.975 2.38768 -0.126839 0.578263 0.559668
0.704947 0.796837 -0.0381517 0.869213 1.62721 2.67087 0.877083 0.467765 1.11268
0.92537 0.815402 0.0813286 0.404552 1.80071 1.30894 0.441633 0.748421 0.710551
0.711064 0.986755 0.169182 0.399885 3.03922 1.28303 -0.166222 0.570074 0.471718
0.301198 0.499319 0.946215 0.800213 0.934457 2.06138 0.773679 0.389181 0.180724
0.906792 0.433614 0.66895 0.814851 3.75294 1.00933 0.089974 0.841122 0.653089
0.555538 0.51651 -0.077829 0.893523 1.60305 3.52742 0.115835 0.724371 0.515448
0.968627 0.418875 0.329221 0.498782 3.12229 3.00346 -0.167242 0.01384 0.599356
0.611778 0.455633 0.997075 0.185257 2.74638 2.40919 0.748834 0.867386 0.465317
0.623378 0.579224 0.662173 0.327315 3.17537 2.62891 0.73175 0.275885 0.629068
0.730121 0.799066 -0.0754135 0.886994 1.5282 1.31267 0.902243 0.873987 0.842394
0.85777 0.70812 0.879096 0.512298 2.98279 1.90689 0.522017 0.470758 0.586884
0.466206 0.618957 -0.0180058 0.404413 2.95021 2.11121 0.789656 0.42074 1.86138
0.757514 0.57394 0.097864 0.533595 2.27189 2.5504 0.819218 0.536276 0.904174
0.570276 0.537916 0.701002 0.908877 0.935065 2.2111 0.916442 0.278659 0.696428
0.926271 0.278309 0.0835904 0.748885 3.66192 3.84556 0.527319 0.742034 0.722125
0.388929 0.905667 0.95043 0.207164 2.23049 0.827602 0.330909 0.804249 0.207749
0.305643 0.819515 0.417453 0.284898 3.12532 1.43145 0.988851 0.309174 2.02592
0.86815 0.217005 0.282519 0.507078 1.28488 3.03911 0.0321247 0.875042 0.621207
0.569879 0.386981 -0.0923932 0.924323 3.23889 3.63675 0.47209 0.368204 1.27115
0.630106 0.372829 0.607976 0.780316 3.12862 1.12097 0.600665 0.657787 0.641157
0.418525 0.607404 -0.064714 0.792548 3.12734 0.948554 0.465136 0.861153 0.893675
0.880593 0.683762 0.762105 0.819879 3.40898 2.01152 0.567879 0.763931 0.653763
0.780247 0.707536 0.673692 0.368227 2.78527 1.13304 0.197559 0.229854 0.394243
0.53082 0.765297 0.349376 0.543944 3.47724 3.04237 0.700962 0.40494 0.842908
0.528849 0.507445 0.658397 0.826708 3.01139 1.60549 0.624226 0.483873 0.500596
0.676806 0.375727 -0.197935 0.583267 1.41365 1.27708 0.842802 0.604626 1.17252
0.824389 0.949388 -0.127411 0.931979 1.69997 1.18689 -0.0285816 0.504942 0.653872
0.905685 0.882065 0.474478 0.0630343 2.82803 1.31694 0.394875 0.840928 0.675279
0.277423 0.968531 -0.19994 0.393634 2.53332 3.4441 0.984395 0.571332 1.69532
0.749756 0.916189 0.860883 0.0911696 2.02409 2.35242 -0.144844 0.142997 0.725321
0.793123 0.328931 -0.156522 0.638194 1.188 3.08192 0.855244 0.883131 0.806241
0.59236 0.264027 0.286805 0.254908 2.01913 3.34533 0.672942 0.720386 0.695444
0.529166 0.250762 0.20687 0.929199 1.26604 1.82348 0.869971 0.931333 0.77044
