0.227075,0.64194,0.289806,0.970269,1.48608,2.30879,0.848133,0.513967,0.633385
0.740328,0.405945,0.0469918,0.634072,1.83148,3.06783,0.666562,0.0252248,6.37289
0.57041,0.872419,0.571129,0.856964,2.6395,2.41633,0.411073,0.781642,0.383405
0.811966,0.784169,0.772539,0.915973,1.64002,3.3682,-0.194702,0.266734,0.376801
0.354695,0.7166,-0.0935052,0.417553,3.45879,2.6252,-0.0626287,0.821374,0.255352
0.47267,0.709121,0.941751,0.626169,1.52273,2.70266,0.425835,0.653816,0.273833
0.682634,0.231317,0.704242,0.500423,3.52821,3.6056,0.230133,0.436128,0.39498
0.842283,0.263777,0.232831,0.557058,3.19374,0.949476,0.188443,0.545517,0.690806
0.237815,0.816881,0.319918,0.643175,2.58708,2.09921,0.164733,0.940576,0.17099
0.846615,0.804047,0.530858,0.101318,3.02868,1.99914,0.0589965,0.654274,0.57682
0.915459,0.213336,0.742052,0.44325,2.1747,0.918454,0.507602,0.733076,0.678493
0.513357,0.309263,0.0266516,0.267604,1.43447,2.08423,0.531325,0.800607,0.714808
0.568136,0.340868,0.032046,0.58021,1.58652,0.846762,0.967379,0.996778,1.00996
0.415897,0.450664,0.0148898,0.375546,1.60047,1.7884,0.76625,0.751748,0.934116
0.261077,0.772778,0.674325,0.530051,1.27587,3.95588,0.224525,0.16879,1.01167
0.482777,0.238051,0.460777,0.18344,1.95974,2.432,0.402053,0.369688,0.37644
0.496336,0.986338,-0.0866751,0.369222,3.88592,0.917238,0.46521,0.490349,1.16977
0.680101,0.57178,0.650504,0.379698,1.3716,3.94515,0.83106,0.914169,0.567084
0.736453,0.901405,-0.184684,0.31005,2.53026,3.71704,-0.170807,0.790427,0.569533
0.855189,0.313504,0.297643,0.0228568,2.65419,1.42612,0.714833,0.190747,0.981837
0.361439,0.459107,0.576385,0.418564,2.4659,3.06546,0.0650519,0.305561,0.523288
0.263586,0.936585,0.806661,0.75887,3.09364,1.13233,0.997685,0.933605,0.207473
0.865856,0.204312,0.720938,0.319685,2.81676,1.51753,0.492894,0.905732,0.662809
0.307954,0.827629,0.998413,0.803438,2.7688,1.2727,-0.162609,0.614996,0.656038
0.777748,0.421022,0.127391,0.635424,3.43479,1.40745,0.691959,0.653939,0.84815
0.42102,0.529196,0.109252,0.727538,3.87113,1.56227,0.979879,0.19217,28.235
0.525417,0.893505,0.848209,0.109514,2.52565,2.58366,0.621866,0.2039,0.30582
0.268514,0.686861,0.864308,0.620021,2.46578,3.52264,0.339818,0.974676,0.27133
0.588691,0.531163,0.656043,0.264536,1.35806,0.812689,0.770273,0.566192,0.59679
0.858201,0.242537,0.923743,0.67072,1.07071,3.08921,0.0748649,0.164526,0.381743
0.837827,0.43417,0.711655,0.648411,3.40382,2.52613,0.179282,0.0961722,0.401288
0.411797,0.352169,0.880076,0.583561,2.42044,3.08259,0.187165,0.318286,0.599605
