0.587155,0.972482,0.982064,0.701192,2.28503,2.19371,-0.14567,0.855192,0.313482
0.759484,0.330882,0.675867,0.240195,2.24284,1.44406,0.247893,0.182548,0.365436
0.323977,0.520924,0.607794,0.753404,3.64522,2.47532,0.0119132,0.835949,0.183172
0.968905,0.936453,0.0725369,0.394893,3.89759,1.10139,0.911664,0.605971,0.747401
0.453692,0.272095,-0.0894794,0.436494,3.38756,3.72073,0.492801,0.242704,2.68379
0.315021,0.299628,0.294152,0.55547,3.38054,3.04213,0.61441,0.799649,0.598117
0.648108,0.459012,0.517702,0.27457,1.07297,1.99048,-0.0927399,0.582708,0.328022
0.694856,0.71489,0.920868,0.74798,3.14098,1.9616,0.920583,0.982769,0.594526
0.859936,0.400302,0.864817,0.914163,1.96061,1.02319,-0.154303,0.276259,0.39966
0.604154,0.222497,-0.0924194,0.802479,1.6381,0.874465,0.143032,0.163186,1.28268
0.7163,0.485551,0.259016,0.818582,2.82745,1.8765,0.728214,0.946811,0.743987
0.816506,0.207689,0.415831,0.97143,0.849739,1.06448,0.64372,0.312539,0.751703
0.603115,0.711374,0.620223,0.841641,3.72147,1.22015,0.152726,0.79201,0.421671
0.896966,0.978228,0.644689,0.463586,3.82614,2.5289,0.167418,0.170064,0.484516
0.902981,0.334754,0.328354,0.372746,2.47957,2.1907,0.745174,0.902761,0.717666
0.90272,0.393382,-0.0759744,0.347222,2.39045,1.69584,0.997862,0.560606,0.850618
0.274194,0.461014,0.536086,0.824662,3.84708,0.969087,0.353017,0.263574,0.136571
0.398281,0.95974,0.242977,0.587293,2.69677,3.96088,0.545616,0.842602,0.316814
0.373951,0.874251,0.896571,0.743721,1.0174,2.1949,-0.120996,0.0572644,2.02906
0.315269,0.674361,-0.100232,0.990686,1.6384,3.70359,0.401023,0.180951,3.57699
0.217986,0.43159,-0.0186383,0.94634,3.12748,3.81808,0.0425884,0.605032,0.196245
0.945068,0.74472,0.171131,0.495938,2.0039,1.09962,-0.021258,0.271638,0.659489
0.631395,0.456137,0.00140757,0.224723,3.12129,1.45879,0.458095,0.395592,1.07143
0.82936,0.401009,0.767771,0.568661,2.75145,2.31328,-0.00464155,0.0296776,1.38068
0.473883,0.537664,0.388476,0.346446,1.07316,1.12827,0.332733,0.789938,0.316871
0.604043,0.625726,0.906152,0.943306,1.01688,1.38724,0.604771,0.874944,0.366989
