0.695659,0.239928,0.700822,0.692987,2.41474,3.49303,0.481052,0.219222,0.401008
0.340671,0.337175,-0.0746299,0.692588,1.73954,3.01495,0.288468,0.637761,0.572505
0.4394,0.203123,-0.122993,0.296318,3.92129,2.95138,0.257257,0.0170613,3.61604
0.658,0.70494,0.330716,0.136147,1.34881,2.91992,0.532438,0.271669,0.705111
0.895067,0.379804,0.708231,0.791374,1.59056,1.74265,0.184203,0.705337,0.612347
0.350533,0.700582,0.330663,0.0225698,3.19218,3.88251,-0.0297083,0.51008,0.275655
0.570155,0.406882,0.614903,0.658058,1.4588,3.50675,0.511397,0.868349,0.412577
0.756234,0.597661,-0.11062,0.0778098,1.32197,2.30242,0.141625,0.705973,0.648407
0.433138,0.435983,0.824482,0.235089,1.53547,2.06024,0.617782,0.57315,0.211538
0.32588,0.543008,0.118072,0.661426,2.40893,1.60979,0.651337,0.412879,1.31011
0.661138,0.499422,0.744356,0.809346,3.64356,2.98909,0.185979,0.254896,0.361844
0.882089,0.893982,0.666512,0.764463,3.4505,1.70897,0.98575,0.778343,0.715269
0.70482,0.535127,0.135537,0.367361,3.08522,2.85397,0.265846,0.163551,0.806248
0.435344,0.625983,0.654645,0.710828,1.4051,3.96627,0.760339,0.183585,0.515703
0.37616,0.552481,-0.0580172,0.783153,3.44999,1.68539,0.698927,0.0598458,4.56276
0.310948,0.364978,0.99369,0.62399,2.6792,3.96445,0.651344,0.95782,0.124025
0.522678,0.474309,0.0928004,0.844223,1.44558,2.09775,0.695152,0.699531,0.800419
0.492496,0.219358,-0.0560955,0.706845,1.49936,0.886112,-0.150617,0.573354,0.469839
0.450435,0.387423,-0.0859032,0.140614,0.946132,3.24175,0.895756,0.282427,4.48202
0.877254,0.603142,0.0664233,0.36753,3.65469,2.09845,0.384832,0.110204,1.01729
0.512445,0.440932,-0.164098,0.621183,3.19785,3.93832,0.679182,0.0309167,3.57445
0.461671,0.572167,0.731443,0.341654,1.22957,2.04273,0.771335,0.222196,0.373244
0.532257,0.68435,0.971152,0.879993,1.54071,1.65369,0.482417,0.712753,0.25649
0.829842,0.948973,0.289233,0.903229,0.984569,1.32891,0.966788,0.722418,0.738678
0.477626,0.917796,0.399694,0.640788,1.25528,2.50265,0.823859,0.955012,0.41405
0.723499,0.759665,0.639374,0.556757,1.41451,0.884737,0.416386,0.535789,0.497578
0.34731,0.707226,0.638553,0.587421,2.01062,1.56727,0.765392,0.812501,0.256558
0.497093,0.714132,0.555196,0.925356,3.00348,1.66492,0.0531174,0.0127335,2.26989
