0.595198 0.335335 0.923558 0.460395 3.836 2.27652 -0.0328644 0.925367 0.343728
0.692483 0.433384 0.465476 0.502849 1.10944 2.57316 0.0793833 0.276137 0.345325
0.38616 0.921217 0.611399 0.960984 3.82118 2.94134 0.752236 0.797595 0.29459
0.417404 0.607565 -0.0470481 0.623907 1.13871 2.43092 0.489034 0.942469 0.488203
0.870859 0.615872 0.502209 0.43559 3.57225 3.52173 0.871296 0.797765 0.714239
0.855542 0.916944 0.362334 0.17783 3.69018 1.72429 0.448967 0.705876 0.682534
0.605418 0.883514 0.894698 0.514194 1.86495 2.13664 0.267445 0.512494 0.30643
0.572277 0.844814 0.0706323 0.107971 0.989788 3.25948 0.707453 0.69308 0.71594
0.421858 0.275388 -0.178944 0.143587 2.41223 2.81922 0.145353 0.994225 0.562912
0.634271 0.758731 -0.116025 0.754551 2.52008 1.24414 -0.00669442 0.692898 0.604909
0.68147 0.732692 0.382168 0.0143138 2.37558 3.90606 -0.0228746 0.943435 0.448533
0.229455 0.685972 0.715927 0.867875 3.67329 2.60401 0.954706 0.73068 0.279929
0.761297 0.52814 0.724604 0.455867 2.05672 1.72553 0.247839 0.808891 0.520534
0.92812 0.526884 -0.0603079 0.994056 0.931242 1.93827 0.340704 0.100964 0.944017
0.657688 0.878909 0.513146 0.976026 2.60724 1.44794 -0.190324 0.88822 0.378561
0.590591 0.823292 0.668067 0.640021 3.02414 2.18832 0.548041 0.02442 0.860701
0.855806 0.765103 0.851479 0.0787878 3.4762 2.62545 0.345807 0.727425 0.587964
0.575039 0.564088 0.0597855 0.74169 2.80534 2.39981 0.355673 0.949159 0.622314
0.460951 0.315447 0.629136 0.2024 1.36132 2.08044 0.466965 0.3199 0.220822
0.502374 0.809075 0.3239 0.290441 1.95233 2.59562 -0.020994 0.981436 0.266021
0.556569 0.834793 0.798295 0.965373 2.96664 2.45705 0.736501 0.688898 0.419626
0.24039 0.82888 0.398768 0.382547 3.28986 2.70745 0.856257 0.901498 0.276688
0.420906 0.391817 -0.197795 0.322327 2.85517 1.72283 0.270438 0.739581 0.848694
0.979335 0.7263 0.648854 0.746885 2.53273 0.829837 0.371566 0.107056 0.645431
0.983159 0.94517 0.762164 0.767874 2.3483 3.81414 0.490675 0.805744 0.689863
0.252529 0.750876 0.926519 0.370295 1.9435 2.64616 -0.0266795 0.491868 0.760416
0.939997 0.74847 -0.0470829 0.755854 3.78726 2.87502 0.805986 0.382938 0.806903
0.352033 0.968153 0.742649 0.412525 3.8176 2.02429 -0.0982284 0.117046 1.52977
0.406347 0.41531 0.89861 0.591461 1.74008 3.10182 0.809681 0.734068 0.245744
0.687421 0.367419 0.923592 0.1011 1.37914 2.9844 0.351587 0.614974 0.381985
0.42668 0.397081 0.51435 0.943961 3.54029 3.30107 0.109529 0.501133 0.237613
0.758253 0.436625 0.729528 0.268316 0.926652 1.72558 0.656588 0.827858 0.567485
0.696806 0.890898 -0.0107497 0.754162 2.7465 1.97343 -0.0594786 0.8869 0.551076
0.409171 0.739925 0.546456 0.0118099 1.02791 3.29943 0.672293 0.962824 0.250668
0.450381 0.612039 0.425244 0.961357 2.0137 1.36491 0.792401 0.125106 3.54946
0.944237 0.89279 0.589987 0.250585 1.76681 3.76466 0.277909 0.752425 0.658442
0.869868 0.817886 0.898108 0.30146 2.27863 3.83468 -0.0487525 0.640097 0.517634
0.540996 0.647294 0.828927 0.337756 1.39361 2.6266 0.514466 0.888607 0.310765
0.7355 0.840824 0.987551 0.684192 2.70905 1.78302 0.271507 0.386804 0.358423
0.584365 0.640077 0.298985 0.904245 0.888119 2.32998 -0.122013 0.345447 0.321492
0.623632 0.360884 0.123468 0.903355 2.93558 2.11863 0.0233219 0.916912 0.548671
0.252213 0.531804 -0.144848 0.246435 1.77897 3.26093 0.246112 0.246682 1.32375
0.455428 0.226147 0.784056 0.965978 1.52131 1.08435 0.619799 0.648015 0.37384
0.750973 0.249554 0.422008 0.138855 1.83007 1.71752 -0.114523 0.972716 0.527633
0.30138 0.569946 0.670103 0.578716 2.08025 0.952589 -0.106746 0.409595 0.559441
0.327001 0.39869 0.0179275 0.457746 1.06598 3.60413 0.739572 0.266081 3.53752
0.776627 0.246845 -0.15799 0.550233 1.9019 1.70321 0.467948 0.57782 0.859438
0.316375 0.633596 0.200774 0.631825 3.9734 3.40091 0.964386 0.165609 7.68031
0.83203 0.712593 -0.0960503 0.35202 0.820587 3.30305 0.368198 0.338958 0.791664
0.869565 0.256783 0.799156 0.453077 0.912488 3.07423 0.769086 0.245027 0.629326
0.862974 0.922694 0.839014 0.0695319 3.7093 2.02372 0.273566 0.485961 0.553216
0.425588 0.305528 0.346454 0.492075 3.52788 3.00771 0.0548757 0.375772 0.22892
0.416378 0.394306 -0.139057 0.231612 1.80524 1.08657 0.47905 0.774527 0.945853
0.595686 0.639081 0.188102 0.396098 2.57206 3.46738 0.707057 0.294633 1.28022
0.235561 0.655606 0.301164 0.854923 1.9425 3.40025 0.429578 0.392315 0.147419
0.740732 0.953206 -0.131416 0.466723 2.91799 1.60303 -0.151919 0.0165643 0.407074
0.470393 0.632439 0.120301 0.0461329 1.26982 2.90713 0.30313 0.920791 0.375149
0.516812 0.934893 -0.101476 0.570591 3.98018 1.34473 0.342473 0.763345 0.759314
